Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_GOBLET_CELLS	1/53	2.874886e-01	6.672573e-01	4.409230e+00	5.496423e+00	TEX14
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_HEMATOPOIETIC_STEM_CELLS	2/79	9.032859e-02	5.608271e-01	4.977486e+00	1.196738e+01	MIR3667HG;ABCC1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_HEPATOBLASTS	2/126	1.915523e-01	6.672573e-01	3.120915e+00	5.157606e+00	ABCC6;SLC51A
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_IGFBP1_DKK1_POSITIVE_CELLS	3/180	1.076598e-01	6.188979e-01	3.077932e+00	6.860028e+00	FOXL2;MOV10L1;CRYGN
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_INTESTINAL_EPITHELIAL_CELLS	1/90	4.379230e-01	7.331472e-01	2.601826e+00	2.148360e+00	DEFA5
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_ISLET_ENDOCRINE_CELLS	1/69	3.569036e-01	7.044150e-01	3.391489e+00	3.494216e+00	ABCC8
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_LYMPHATIC_ENDOTHELIAL_CELLS	1/89	4.343055e-01	7.319755e-01	2.631026e+00	2.194295e+00	PIEZO1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_LYMPHOID_CELLS	2/158	2.664426e-01	6.672573e-01	2.486897e+00	3.289161e+00	RGL4;TAGAP
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_MEGAKARYOCYTES	1/210	7.403095e-01	8.263373e-01	1.111997e+00	3.343629e-01	GSAP
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_MESOTHELIAL_CELLS	1/34	1.953469e-01	6.672573e-01	6.843881e+00	1.117591e+01	MEGF6
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_NEUROENDOCRINE_CELLS	1/45	2.500427e-01	6.672573e-01	5.186516e+00	7.189152e+00	LFNG
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_PAEP_MECOM_POSITIVE_CELLS	1/212	7.436401e-01	8.263373e-01	1.101422e+00	3.262391e-01	SLC45A4
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_PDE1C_ACSM3_POSITIVE_CELLS	3/361	4.044959e-01	7.226387e-01	1.523093e+00	1.378572e+00	PLCG2;CREBBP;GGACT
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_PHOTORECEPTOR_CELLS	1/102	4.795831e-01	7.457737e-01	2.295866e+00	1.687090e+00	ANKRD33B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_RETINAL_PIGMENT_CELLS	1/198	7.194051e-01	8.175058e-01	1.179921e+00	3.885842e-01	PCAT1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_RETINAL_PROGENITORS_AND_MULLER_GLIA	1/65	3.402061e-01	6.941309e-01	3.599310e+00	3.880790e+00	NOTCH1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_SATB2_LRRC7_POSITIVE_CELLS	2/150	2.475811e-01	6.672573e-01	2.620125e+00	3.657739e+00	MCRIP1;TMEM158
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_SATELLITE_CELLS	1/67	3.486079e-01	6.941309e-01	3.492321e+00	3.680233e+00	GXYLT2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_SKELETAL_MUSCLE_CELLS	1/194	7.120724e-01	8.153501e-01	1.204425e+00	4.089934e-01	PADI2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_SLC26A4_PAEP_POSITIVE_CELLS	3/352	3.890496e-01	7.226387e-01	1.562681e+00	1.475247e+00	CCNL2;UNC45A;SHOC1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_SMOOTH_MUSCLE_CELLS	1/45	2.500427e-01	6.672573e-01	5.186516e+00	7.189152e+00	RFX8
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS	2/129	1.984742e-01	6.672573e-01	3.048165e+00	4.929176e+00	NECTIN1;SOX13
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_STELLATE_CELLS	1/63	3.316967e-01	6.941309e-01	3.713039e+00	4.097466e+00	GRK5
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_SYNCYTIOTROPHOBLASTS_AND_VILLOUS_CYTOTROPHOBLASTS	1/142	5.975366e-01	7.531974e-01	1.648161e+00	8.487036e-01	MTARC1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_TROPHOBLAST_GIANT_CELLS	1/171	6.660664e-01	7.950395e-01	1.367505e+00	5.557072e-01	DYSF
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_VASCULAR_ENDOTHELIAL_CELLS	1/51	2.783048e-01	6.672573e-01	4.580912e+00	5.859163e+00	C1QTNF9
c8.all.v2023.2.Hs.symbols.gmt	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_B_CELLS	1/35	2.004786e-01	6.672573e-01	6.650769e+00	1.068810e+01	TAGAP
c8.all.v2023.2.Hs.symbols.gmt	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD4_T_CELLS	1/30	1.744911e-01	6.672573e-01	7.742958e+00	1.351829e+01	TAGAP
c8.all.v2023.2.Hs.symbols.gmt	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD8_T_CELLS	2/73	7.893433e-02	5.608271e-01	5.385399e+00	1.367428e+01	TAGAP;CST7
c8.all.v2023.2.Hs.symbols.gmt	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MATURE_NEURONS	1/186	6.968319e-01	8.123688e-01	1.256586e+00	4.538928e-01	RFX8
c8.all.v2023.2.Hs.symbols.gmt	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_NK_CELLS	1/84	4.158685e-01	7.226387e-01	2.787393e+00	2.445621e+00	CST7
c8.all.v2023.2.Hs.symbols.gmt	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_OLFACTORY_ENSHEATHING_GLIA	1/115	5.212625e-01	7.457737e-01	2.036153e+00	1.326557e+00	OAF
c8.all.v2023.2.Hs.symbols.gmt	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	2/79	9.032859e-02	5.608271e-01	4.977486e+00	1.196738e+01	CD93;NPDC1
c8.all.v2023.2.Hs.symbols.gmt	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_CILIATED_CELLS	2/155	2.593666e-01	6.672573e-01	2.535251e+00	3.421353e+00	PROM1;ECRG4
c8.all.v2023.2.Hs.symbols.gmt	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_VASCULAR_SMOOTH_MUSCLE_CELLS	2/93	1.185748e-01	6.484533e-01	4.229281e+00	9.017720e+00	ECRG4;GADD45B
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_ASTROCYTE_1	2/79	9.032859e-02	5.608271e-01	4.977486e+00	1.196738e+01	EMID1;OAF
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_ASTROCYTE_2	1/154	6.274403e-01	7.765032e-01	1.519249e+00	7.081321e-01	PRODH
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	4/365	2.038174e-01	6.672573e-01	1.951753e+00	3.104323e+00	CD93;NOTCH1;ISG15;HES1
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	3/148	6.874654e-02	5.608271e-01	3.747105e+00	1.003223e+01	ISG15;GADD45B;TAGAP
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_BIG_GROUPS_CAJAL_RETZIUS	3/499	6.191470e-01	7.717899e-01	1.094714e+00	5.248198e-01	INSIG1;SV2B;OAF
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_BIG_GROUPS_GLIAL	1/133	5.735567e-01	7.457737e-01	1.760054e+00	9.784112e-01	CYP51A1
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA	2/371	6.869618e-01	8.050333e-01	1.049877e+00	3.942042e-01	GADD45B;TAGAP
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL	1/132	5.708063e-01	7.457737e-01	1.773425e+00	9.943687e-01	CST7
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1	10/440	5.207226e-04	7.810839e-02	3.952021e+00	2.987844e+01	MEGF6;RPS6KA2;NPDC1;NOTCH1;HES1;PROM1;ISG15;CD93;RFTN2;MOB2
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_2	1/303	8.577046e-01	8.936965e-01	7.677037e-01	1.178391e-01	HES1
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_BRAIN_MYELOID	2/139	2.217456e-01	6.672573e-01	2.828264e+00	4.260000e+00	ISG15;NBPF10
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON	2/166	2.853063e-01	6.672573e-01	2.366472e+00	2.968009e+00	PROM1;ABCC8
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_MICROGLIA_1	1/155	6.298304e-01	7.765032e-01	1.509404e+00	6.978047e-01	KIF11
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_NSC_2	3/233	1.858523e-01	6.672573e-01	2.373070e+00	3.993408e+00	UBE2S;KIF11;KMT5A
c8.all.v2023.2.Hs.symbols.gmt	FAN_EMBRYONIC_CTX_OLIG	9/754	5.183777e-02	5.608271e-01	2.037844e+00	6.031278e+00	KATNIP;RPS6KA2;KANK4;SPTLC2;NECTIN1;SFT2D1;PADI2;CYP51A1;KDM4C
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL	3/143	6.336990e-02	5.608271e-01	3.878623e+00	1.070021e+01	INSIG1;HES1;VAPA
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL11_MURAL_GRANULOSA_CELL	3/444	5.397045e-01	7.457737e-01	1.233565e+00	7.607809e-01	UBE2S;NUP214;VAPA
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2	1/161	6.438547e-01	7.851887e-01	1.452897e+00	6.396846e-01	CST7
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL13_MONOCYTE_MACROPHAGE	5/458	1.682313e-01	6.672573e-01	1.907880e+00	3.400634e+00	INSIG1;STMP1;ISG15;SFT2D1;ARFGAP3
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL14_MATURE_SMOOTH_MUSCLE_CELL	4/306	1.316642e-01	6.510867e-01	2.334305e+00	4.732804e+00	MCRIP1;HES1;ISG15;GADD45B
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL15_SMALL_ANTRAL_FOLLICLE_GRANULOSA_CELL	3/644	7.818263e-01	8.477634e-01	8.422489e-01	2.072966e-01	HES1;GADD45B;VAPA
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL16_LYMPHATIC_ENDOTHELIAL_CELL	1/232	7.747004e-01	8.456855e-01	1.005679e+00	2.567288e-01	GADD45B
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL17_PUTATIVE_APOPTOTIC_SMOOTH_MUSCLE_CELL	4/231	6.037044e-02	5.608271e-01	3.102084e+00	8.708342e+00	UBE2S;ISG15;RAD23A;GADD45B
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL18_B_LYMPHOCYTE	1/422	9.343688e-01	9.406397e-01	5.482123e-01	3.721490e-02	ARFGAP3
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL1_GPRC5A_TNFRS12A_HIGH_SELECTABLE_FOLLICLE_STROMAL_CELL	4/380	2.237851e-01	6.672573e-01	1.873409e+00	2.804622e+00	LUZP1;PSMG1;EIF4H;VAPA
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL2_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_1	1/98	4.660486e-01	7.457737e-01	2.389569e+00	1.824353e+00	HES1
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL3_MATURE_CUMULUS_GRANULOSA_CELL_1	2/254	4.824714e-01	7.457737e-01	1.541475e+00	1.123479e+00	STMP1;NUP214
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL4_T_LYMPHOCYTE_NK_CELL_1	2/246	4.658083e-01	7.457737e-01	1.592134e+00	1.216361e+00	ISG15;CST7
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL5_HEALTHY_SELECTABLE_FOLLICLE_THECAL_CELL	4/318	1.453708e-01	6.672573e-01	2.245016e+00	4.329439e+00	HES1;ISG15;OAF;GADD45B
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL6_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_2	2/300	5.718287e-01	7.457737e-01	1.302531e+00	7.280051e-01	HES1;GADD45B
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL	4/251	7.673730e-02	5.608271e-01	2.852568e+00	7.323591e+00	HES1;ISG15;GADD45B;NPDC1
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL8_MATURE_CUMULUS_GRANULOSA_CELL_2	4/646	5.923605e-01	7.530007e-01	1.087965e+00	5.697020e-01	STMP1;FOXL2;CMTM3;NUP214
c8.all.v2023.2.Hs.symbols.gmt	FAN_OVARY_CL9_PUTATIVE_APOPTOTIC_ENDOTHELIAL_CELL	4/365	2.038174e-01	6.672573e-01	1.951753e+00	3.104323e+00	LUZP1;INSIG1;ISG15;NPDC1
c8.all.v2023.2.Hs.symbols.gmt	GAO_ESOPHAGUS_25W_C1_CILIATED_EPITHELIAL_CELLS	3/459	5.622854e-01	7.457737e-01	1.192400e+00	6.865193e-01	ECRG4;PLCG2;FHAD1
c8.all.v2023.2.Hs.symbols.gmt	GAO_ESOPHAGUS_25W_C2_KRT6BPOS_SECRETORY_PROGENITOR_CELLS	1/77	3.890509e-01	7.226387e-01	3.040204e+00	2.870090e+00	ISG15
c8.all.v2023.2.Hs.symbols.gmt	GAO_ESOPHAGUS_25W_C4_FGFR1HIGH_EPITHELIAL_CELLS	2/208	3.827081e-01	7.226387e-01	1.885853e+00	1.811329e+00	CMTM3;GRK5
c8.all.v2023.2.Hs.symbols.gmt	GAO_LARGE_INTESTINE_24W_C11_PANETH_LIKE_CELL	1/324	8.758268e-01	9.018812e-01	7.172722e-01	9.510088e-02	PLCG2
c8.all.v2023.2.Hs.symbols.gmt	GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	1/113	5.150729e-01	7.457737e-01	2.072236e+00	1.374819e+00	CD93
c8.all.v2023.2.Hs.symbols.gmt	GAO_LARGE_INTESTINE_24W_C5_LGR5POS_STEM_CELL	1/60	3.187281e-01	6.923110e-01	3.897731e+00	4.456732e+00	PCSK9
c8.all.v2023.2.Hs.symbols.gmt	GAO_LARGE_INTESTINE_ADULT_CA_ENTEROENDOCRINE_CELLS	1/312	8.657721e-01	8.956263e-01	7.452602e-01	1.074170e-01	CCDC40
c8.all.v2023.2.Hs.symbols.gmt	GAO_LARGE_INTESTINE_ADULT_CE_OLFM4HIGH_STEM_CELL	4/375	2.170705e-01	6.672573e-01	1.898828e+00	2.900523e+00	SDK1;GFI1;SV2B;C16orf95
c8.all.v2023.2.Hs.symbols.gmt	GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS	1/107	4.960235e-01	7.457737e-01	2.188543e+00	1.534457e+00	KIF11
c8.all.v2023.2.Hs.symbols.gmt	GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS	5/361	8.115784e-02	5.608271e-01	2.431574e+00	6.106556e+00	TAGAP;GRK5;TEX14;COL9A3;CST7
c8.all.v2023.2.Hs.symbols.gmt	GAO_LARGE_INTESTINE_ADULT_CJ_IMMUNE_CELLS	7/505	4.288075e-02	5.608271e-01	2.392328e+00	7.534236e+00	RPS6KA2;ZCCHC24;CD93;STOX2;GRK5;EMID1;CYP27C1
c8.all.v2023.2.Hs.symbols.gmt	GAO_SMALL_INTESTINE_24W_C7_SECRETORY_PROGENITOR	3/52	4.439236e-03	3.159824e-01	1.064915e+01	5.768935e+01	CHD5;SV2B;COL9A3
c8.all.v2023.2.Hs.symbols.gmt	GAO_STOMACH_24W_C1_PROCRPOS_MULTIPOTENT_PROGENITOR	1/40	2.256541e-01	6.672573e-01	5.828257e+00	8.676830e+00	UBE2S
c8.all.v2023.2.Hs.symbols.gmt	GAO_STOMACH_24W_C2_TFF2POS_MULTIPOTENT_PROGENITOR	1/7	4.373250e-02	5.608271e-01	3.152355e+01	9.865812e+01	PROM1
c8.all.v2023.2.Hs.symbols.gmt	GAO_STOMACH_24W_C4_PARIETAL_PROGENITOR	1/8	4.982308e-02	5.608271e-01	2.781354e+01	8.342050e+01	H6PD
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_CHOROID_SCLERA_ACTIVATED_T_CELLS	1/119	5.334075e-01	7.457737e-01	1.967610e+00	1.236583e+00	KLHDC4
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_CHOROID_SCLERA_FIBROBLASTS	2/199	3.622086e-01	7.117635e-01	1.971807e+00	2.002439e+00	ZCCHC24;CCNL2
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_CHOROID_SCLERA_MELANOCYTES	3/156	7.776388e-02	5.608271e-01	3.554156e+00	9.077594e+00	ITGB1BP1;RAD23A;CRYL1
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_CHOROID_SCLERA_MONOCYTES	2/139	2.217456e-01	6.672573e-01	2.828264e+00	4.260000e+00	UBE2S;SFT2D1
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_CORNEA_CYTOTOXIC_T_CELLS	1/148	6.127748e-01	7.659685e-01	1.581101e+00	7.743564e-01	KIF11
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_CORNEA_FIBROBLASTS	1/165	6.529101e-01	7.855870e-01	1.417502e+00	6.043035e-01	LUZP1
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_CORNEA_MELANOCYTES	4/261	8.567708e-02	5.608271e-01	2.742123e+00	6.737863e+00	UBE2S;UBALD2;PSMG1;CMTM3
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_CORNEA_MONOCYTES	3/256	2.234707e-01	6.672573e-01	2.157818e+00	3.233436e+00	MAPKAPK3;CBARP;CREBBP
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_CORNEA_TGFBI_HIGH_EPITHELIAL_CELLS	1/115	5.212625e-01	7.457737e-01	2.036153e+00	1.326557e+00	GADD45B
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_ACTIVATED_T_CELLS	1/128	5.596274e-01	7.457737e-01	1.828989e+00	1.061699e+00	UBALD2
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_CILIARY_BODY_ENDOTHELIAL_CELLS	3/356	3.959270e-01	7.226387e-01	1.544840e+00	1.431333e+00	AGO3;MFSD10;SPTLC2
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_CRYAA_HIGH_CILIARY_BODY_CELLS	1/82	4.083278e-01	7.226387e-01	2.855247e+00	2.557402e+00	SERPINE1
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_MEG3_HIGH_FIBROBLASTS	2/113	1.620009e-01	6.672573e-01	3.480605e+00	6.335234e+00	HOOK2;SBNO2
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_MELANOCYTES	2/242	4.573603e-01	7.457737e-01	1.618717e+00	1.266296e+00	RAD23A;VAPA
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_MONOCYTES	2/128	1.961633e-01	6.672573e-01	3.072037e+00	5.003758e+00	UBALD2;SPTLC2
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_PIGMENTED_CILIARY_BODY_CELLS	1/129	5.624489e-01	7.457737e-01	1.814776e+00	1.044322e+00	NBPF10
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_PUTATIVE_STEM_CELLS	2/292	5.571085e-01	7.457737e-01	1.338688e+00	7.831259e-01	ECRG4;CCNL2
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_SCHWANN_CELLS	1/91	4.415175e-01	7.331472e-01	2.573264e+00	2.103740e+00	MOB2
c8.all.v2023.2.Hs.symbols.gmt	GAUTAM_EYE_IRIS_CILIARY_BODY_WIF1_HIGH_FIBROBLASTS	1/123	5.452468e-01	7.457737e-01	1.903506e+00	1.154508e+00	ECRG4
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_CD34_POS_CLP	1/10	6.188899e-02	5.608271e-01	2.251351e+01	6.264189e+01	UMODL1
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_CD34_POS_ERP_EARLY	1/11	6.786481e-02	5.608271e-01	2.055481e+01	5.529732e+01	EMID1
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_CD34_POS_HSC	2/133	2.077498e-01	6.672573e-01	2.956251e+00	4.645515e+00	PROM1;NPDC1
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_CD8_T_CELL	1/73	3.731817e-01	7.226387e-01	3.206288e+00	3.160405e+00	MFSD10
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_ERYTHROBLAST	7/1271	7.066071e-01	8.153501e-01	9.145133e-01	3.175927e-01	PSMG1;EIF4H;NECTIN1;KMT5A;RAD23A;C16orf95;SPTLC2
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_FOLLICULAR_B_CELL	2/142	2.287732e-01	6.672573e-01	2.768312e+00	4.083326e+00	KDM4B;COL9A3
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_MONOCYTE	4/226	5.660207e-02	5.608271e-01	3.171348e+00	9.107190e+00	MAPKAPK3;INSIG1;ISG15;LFNG
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_NAIVE_T_CELL	1/405	9.266762e-01	9.370883e-01	5.716809e-01	4.353409e-02	RGL4
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_NEUTROPHIL	11/451	1.486588e-04	3.774706e-02	4.255944e+00	3.751128e+01	LRP3;OAF;STMP1;NUP214;DYSF;SFT2D1;CD93;MTARC1;PADI2;VAPA;TGOLN2
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_NK_CELLS	5/371	8.869581e-02	5.608271e-01	2.364941e+00	5.729171e+00	KLHDC4;CTBP2;GSAP;CST7;MOB2
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_PLASMA_CELL	2/131	2.031058e-01	6.672573e-01	3.001509e+00	4.784490e+00	TXNDC5;GPRC5D
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_PRO_B	2/305	5.808491e-01	7.457737e-01	1.280894e+00	6.958642e-01	UBE2S;KIF11
c8.all.v2023.2.Hs.symbols.gmt	HAY_BONE_MARROW_STROMAL	7/767	2.173526e-01	6.672573e-01	1.554933e+00	2.373192e+00	CIDEA;HES1;ZCCHC24;RFTN2;ECRG4;GADD45B;ABCC8
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_ACTC_POS_SMC_CELL	8/589	3.484423e-02	5.608271e-01	2.334053e+00	7.835109e+00	INSIG1;RPS6KA2;CRYL1;NPDC1;ISG15;ABCC1;COL23A1;TAGAP
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_ADVENTITIAL_FIBROBLAST	2/71	7.524488e-02	5.608271e-01	5.536584e+00	1.432318e+01	GXYLT2;NPDC1
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_ASPN_POS_CHONDROCYTE	4/117	6.685455e-03	3.760569e-01	6.146279e+00	3.077946e+01	PROM1;NPDC1;CILP2;COL9A3
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_EARLY_MESOTHELIAL_CELL	3/584	7.227419e-01	8.192288e-01	9.315252e-01	3.024692e-01	NPDC1;ABCC1;COL9A3
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_INTERM_CHONDROCYTE	2/68	6.981944e-02	5.608271e-01	5.779914e+00	1.538522e+01	CRYL1;COL9A3
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_LATE_MESOTHELIAL_CELL	5/704	4.664190e-01	7.457737e-01	1.226376e+00	9.353215e-01	MEGF6;NPDC1;COL9A3;PIEZO1;SPTLC2
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_MESENCHYMAL_1_CELL	2/294	5.608216e-01	7.457737e-01	1.329464e+00	7.688988e-01	COL23A1;NPDC1
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_MESENCHYMAL_2_CELL	5/300	4.309382e-02	5.608271e-01	2.934067e+00	9.225810e+00	UBE2S;OAF;PROM1;COL23A1;KIF11
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_MESENCHYMAL_3_CELL	1/174	6.724578e-01	7.973366e-01	1.343795e+00	5.332394e-01	COL9A3
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_MID_AIRWAY_SMC_1_CELL	2/71	7.524488e-02	5.608271e-01	5.536584e+00	1.432318e+01	COL23A1;MTARC1
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_MID_AIRWAY_SMC_2_CELL	1/189	7.026387e-01	8.153501e-01	1.236509e+00	4.363796e-01	MAPKAPK3
c8.all.v2023.2.Hs.symbols.gmt	HE_LIM_SUN_FETAL_LUNG_C0_MID_MESOTHELIAL_CELL	7/955	4.069119e-01	7.226387e-01	1.237042e+00	1.112297e+00	MEGF6;RPS6KA2;NPDC1;SPTLC2;ABCC1;COL9A3;SLC51A
