Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c8.all.v2023.2.Hs.symbols.gmt	TRAVAGLINI_LUNG_NEUTROPHIL_CELL	1/366	2.095978e-01	2.684322e-01	6.565621e+00	1.025921e+01	B4GALT5
c8.all.v2023.2.Hs.symbols.gmt	TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL	4/724	8.677550e-04	2.533845e-02	1.287643e+01	9.077370e+01	HIF1A;B4GALT5;CTSL;ADAM19
c8.all.v2023.2.Hs.symbols.gmt	TRAVAGLINI_LUNG_PERICYTE_CELL	1/114	7.022054e-02	2.045197e-01	2.127983e+01	5.652165e+01	NID1
c8.all.v2023.2.Hs.symbols.gmt	TRAVAGLINI_LUNG_PROLIFERATING_MACROPHAGE_CELL	1/968	4.682584e-01	4.848633e-01	2.409974e+00	1.828532e+00	CTSL
c8.all.v2023.2.Hs.symbols.gmt	TRAVAGLINI_LUNG_PROXIMAL_CILIATED_CELL	3/1770	9.650561e-02	2.100312e-01	3.510967e+00	8.209181e+00	SOAT1;WNK1;CTSL
c8.all.v2023.2.Hs.symbols.gmt	TRAVAGLINI_LUNG_TREM2_DENDRITIC_CELL	2/572	4.982362e-02	2.011791e-01	7.536169e+00	2.260297e+01	SOAT1;CTSL
c8.all.v2023.2.Hs.symbols.gmt	ZHENG_CORD_BLOOD_C1_PUTATIVE_MEGAKARYOCYTE_PROGENITOR	1/98	6.064760e-02	2.045197e-01	2.475594e+01	6.938286e+01	NID1
c8.all.v2023.2.Hs.symbols.gmt	ZHENG_CORD_BLOOD_C6_HSC_MULTIPOTENT_PROGENITOR	1/97	6.004628e-02	2.045197e-01	2.501108e+01	7.034715e+01	HIF1A
c8.all.v2023.2.Hs.symbols.gmt	ZHENG_CORD_BLOOD_C7_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_1	1/96	5.944461e-02	2.045197e-01	2.527150e+01	7.133413e+01	HIF1A
c8.all.v2023.2.Hs.symbols.gmt	ZHONG_PFC_MAJOR_TYPES_ASTROCYTES	2/326	1.764870e-02	1.101209e-01	1.337805e+01	5.400845e+01	SOAT1;CTSL
c8.all.v2023.2.Hs.symbols.gmt	ZHONG_PFC_MAJOR_TYPES_MICROGLIA	1/438	2.457187e-01	2.951562e-01	5.467868e+00	7.674522e+00	CTSL
